customer_id,name,email,city,registration_date,days_since_registration,customer_segment
165,Customer 165,customer165@email.com,Surabaya,2023-06-14,759,Veteran
166,Customer 166,customer166@email.com,Jakarta,2023-06-15,758,Veteran
167,Customer 167,customer167@email.com,Bandung,2023-06-16,757,Veteran
168,Customer 168,customer168@email.com,Bandung,2023-06-17,756,Veteran
169,Customer 169,customer169@email.com,Bandung,2023-06-18,755,Veteran
170,Customer 170,customer170@email.com,Surabaya,2023-06-19,754,Veteran
171,Customer 171,customer171@email.com,Jakarta,2023-06-20,753,Veteran
172,Customer 172,customer172@email.com,Medan,2023-06-21,752,Veteran
173,Customer 173,customer173@email.com,Jakarta,2023-06-22,751,Veteran
174,Customer 174,customer174@email.com,Surabaya,2023-06-23,750,Veteran
175,Customer 175,customer175@email.com,Jakarta,2023-06-24,749,Veteran
176,Customer 176,customer176@email.com,Jakarta,2023-06-25,748,Veteran
177,Customer 177,customer177@email.com,Jakarta,2023-06-26,747,Veteran
178,Customer 178,customer178@email.com,Medan,2023-06-27,746,Veteran
179,Customer 179,customer179@email.com,Yogyakarta,2023-06-28,745,Veteran
180,Customer 180,customer180@email.com,Surabaya,2023-06-29,744,Veteran
181,Customer 181,customer181@email.com,Medan,2023-06-30,743,Veteran
182,Customer 182,customer182@email.com,Jakarta,2023-07-01,742,Veteran
183,Customer 183,customer183@email.com,Bandung,2023-07-02,741,Veteran
184,Customer 184,customer184@email.com,Yogyakarta,2023-07-03,740,Veteran
185,Customer 185,customer185@email.com,Medan,2023-07-04,739,Veteran
186,Customer 186,customer186@email.com,Bandung,2023-07-05,738,Veteran
187,Customer 187,customer187@email.com,Yogyakarta,2023-07-06,737,Veteran
188,Customer 188,customer188@email.com,Yogyakarta,2023-07-07,736,Veteran
189,Customer 189,customer189@email.com,Surabaya,2023-07-08,735,Veteran
190,Customer 190,customer190@email.com,Medan,2023-07-09,734,Veteran
191,Customer 191,customer191@email.com,Medan,2023-07-10,733,Veteran
192,Customer 192,customer192@email.com,Surabaya,2023-07-11,732,Veteran
193,Customer 193,customer193@email.com,Yogyakarta,2023-07-12,731,Veteran
194,Customer 194,customer194@email.com,Yogyakarta,2023-07-13,730,Veteran
195,Customer 195,customer195@email.com,Yogyakarta,2023-07-14,729,Veteran
196,Customer 196,customer196@email.com,Jakarta,2023-07-15,728,Veteran
197,Customer 197,customer197@email.com,Medan,2023-07-16,727,Veteran
198,Customer 198,customer198@email.com,Jakarta,2023-07-17,726,Veteran
199,Customer 199,customer199@email.com,Medan,2023-07-18,725,Veteran
200,Customer 200,customer200@email.com,Yogyakarta,2023-07-19,724,Veteran
201,Customer 201,customer201@email.com,Medan,2023-07-20,723,Veteran
202,Customer 202,customer202@email.com,Surabaya,2023-07-21,722,Veteran
203,Customer 203,customer203@email.com,Yogyakarta,2023-07-22,721,Veteran
204,Customer 204,customer204@email.com,Medan,2023-07-23,720,Veteran
205,Customer 205,customer205@email.com,Bandung,2023-07-24,719,Veteran
206,Customer 206,customer206@email.com,Yogyakarta,2023-07-25,718,Veteran
207,Customer 207,customer207@email.com,Yogyakarta,2023-07-26,717,Veteran
208,Customer 208,customer208@email.com,Bandung,2023-07-27,716,Veteran
209,Customer 209,customer209@email.com,Medan,2023-07-28,715,Veteran
210,Customer 210,customer210@email.com,Bandung,2023-07-29,714,Veteran
211,Customer 211,customer211@email.com,Jakarta,2023-07-30,713,Veteran
212,Customer 212,customer212@email.com,Bandung,2023-07-31,712,Veteran
213,Customer 213,customer213@email.com,Medan,2023-08-01,711,Veteran
214,Customer 214,customer214@email.com,Jakarta,2023-08-02,710,Veteran
215,Customer 215,customer215@email.com,Yogyakarta,2023-08-03,709,Veteran
216,Customer 216,customer216@email.com,Surabaya,2023-08-04,708,Veteran
217,Customer 217,customer217@email.com,Surabaya,2023-08-05,707,Veteran
218,Customer 218,customer218@email.com,Bandung,2023-08-06,706,Veteran
219,Customer 219,customer219@email.com,Bandung,2023-08-07,705,Veteran
220,Customer 220,customer220@email.com,Bandung,2023-08-08,704,Veteran
221,Customer 221,customer221@email.com,Surabaya,2023-08-09,703,Veteran
222,Customer 222,customer222@email.com,Medan,2023-08-10,702,Veteran
223,Customer 223,customer223@email.com,Yogyakarta,2023-08-11,701,Veteran
224,Customer 224,customer224@email.com,Surabaya,2023-08-12,700,Veteran
225,Customer 225,customer225@email.com,Surabaya,2023-08-13,699,Veteran
226,Customer 226,customer226@email.com,Yogyakarta,2023-08-14,698,Veteran
227,Customer 227,customer227@email.com,Yogyakarta,2023-08-15,697,Veteran
228,Customer 228,customer228@email.com,Surabaya,2023-08-16,696,Veteran
229,Customer 229,customer229@email.com,Surabaya,2023-08-17,695,Veteran
230,Customer 230,customer230@email.com,Yogyakarta,2023-08-18,694,Veteran
231,Customer 231,customer231@email.com,Yogyakarta,2023-08-19,693,Veteran
232,Customer 232,customer232@email.com,Medan,2023-08-20,692,Veteran
233,Customer 233,customer233@email.com,Surabaya,2023-08-21,691,Veteran
234,Customer 234,customer234@email.com,Surabaya,2023-08-22,690,Veteran
235,Customer 235,customer235@email.com,Bandung,2023-08-23,689,Veteran
236,Customer 236,customer236@email.com,Jakarta,2023-08-24,688,Veteran
237,Customer 237,customer237@email.com,Surabaya,2023-08-25,687,Veteran
238,Customer 238,customer238@email.com,Medan,2023-08-26,686,Veteran
239,Customer 239,customer239@email.com,Jakarta,2023-08-27,685,Veteran
240,Customer 240,customer240@email.com,Surabaya,2023-08-28,684,Veteran
241,Customer 241,customer241@email.com,Bandung,2023-08-29,683,Veteran
242,Customer 242,customer242@email.com,Bandung,2023-08-30,682,Veteran
243,Customer 243,customer243@email.com,Yogyakarta,2023-08-31,681,Veteran
244,Customer 244,customer244@email.com,Medan,2023-09-01,680,Veteran
245,Customer 245,customer245@email.com,Medan,2023-09-02,679,Veteran
246,Customer 246,customer246@email.com,Medan,2023-09-03,678,Veteran
247,Customer 247,customer247@email.com,Yogyakarta,2023-09-04,677,Veteran
248,Customer 248,customer248@email.com,Yogyakarta,2023-09-05,676,Veteran
249,Customer 249,customer249@email.com,Surabaya,2023-09-06,675,Veteran
250,Customer 250,customer250@email.com,Bandung,2023-09-07,674,Veteran
251,Customer 251,customer251@email.com,Bandung,2023-09-08,673,Veteran
252,Customer 252,customer252@email.com,Jakarta,2023-09-09,672,Veteran
253,Customer 253,customer253@email.com,Yogyakarta,2023-09-10,671,Veteran
254,Customer 254,customer254@email.com,Surabaya,2023-09-11,670,Veteran
255,Customer 255,customer255@email.com,Jakarta,2023-09-12,669,Veteran
256,Customer 256,customer256@email.com,Yogyakarta,2023-09-13,668,Veteran
257,Customer 257,customer257@email.com,Yogyakarta,2023-09-14,667,Veteran
258,Customer 258,customer258@email.com,Yogyakarta,2023-09-15,666,Veteran
259,Customer 259,customer259@email.com,Jakarta,2023-09-16,665,Veteran
260,Customer 260,customer260@email.com,Bandung,2023-09-17,664,Veteran
261,Customer 261,customer261@email.com,Medan,2023-09-18,663,Veteran
262,Customer 262,customer262@email.com,Medan,2023-09-19,662,Veteran
263,Customer 263,customer263@email.com,Surabaya,2023-09-20,661,Veteran
264,Customer 264,customer264@email.com,Bandung,2023-09-21,660,Veteran
265,Customer 265,customer265@email.com,Bandung,2023-09-22,659,Veteran
266,Customer 266,customer266@email.com,Jakarta,2023-09-23,658,Veteran
267,Customer 267,customer267@email.com,Surabaya,2023-09-24,657,Veteran
268,Customer 268,customer268@email.com,Yogyakarta,2023-09-25,656,Veteran
269,Customer 269,customer269@email.com,Jakarta,2023-09-26,655,Veteran
270,Customer 270,customer270@email.com,Medan,2023-09-27,654,Veteran
271,Customer 271,customer271@email.com,Surabaya,2023-09-28,653,Veteran
272,Customer 272,customer272@email.com,Bandung,2023-09-29,652,Veteran
273,Customer 273,customer273@email.com,Jakarta,2023-09-30,651,Veteran
274,Customer 274,customer274@email.com,Yogyakarta,2023-10-01,650,Veteran
275,Customer 275,customer275@email.com,Medan,2023-10-02,649,Veteran
276,Customer 276,customer276@email.com,Jakarta,2023-10-03,648,Veteran
277,Customer 277,customer277@email.com,Surabaya,2023-10-04,647,Veteran
278,Customer 278,customer278@email.com,Yogyakarta,2023-10-05,646,Veteran
279,Customer 279,customer279@email.com,Yogyakarta,2023-10-06,645,Veteran
280,Customer 280,customer280@email.com,Bandung,2023-10-07,644,Veteran
281,Customer 281,customer281@email.com,Bandung,2023-10-08,643,Veteran
282,Customer 282,customer282@email.com,Bandung,2023-10-09,642,Veteran
283,Customer 283,customer283@email.com,Surabaya,2023-10-10,641,Veteran
284,Customer 284,customer284@email.com,Surabaya,2023-10-11,640,Veteran
285,Customer 285,customer285@email.com,Medan,2023-10-12,639,Veteran
286,Customer 286,customer286@email.com,Bandung,2023-10-13,638,Veteran
287,Customer 287,customer287@email.com,Jakarta,2023-10-14,637,Veteran
288,Customer 288,customer288@email.com,Bandung,2023-10-15,636,Veteran
289,Customer 289,customer289@email.com,Jakarta,2023-10-16,635,Veteran
290,Customer 290,customer290@email.com,Surabaya,2023-10-17,634,Veteran
291,Customer 291,customer291@email.com,Jakarta,2023-10-18,633,Veteran
292,Customer 292,customer292@email.com,Bandung,2023-10-19,632,Veteran
293,Customer 293,customer293@email.com,Yogyakarta,2023-10-20,631,Veteran
294,Customer 294,customer294@email.com,Surabaya,2023-10-21,630,Veteran
295,Customer 295,customer295@email.com,Medan,2023-10-22,629,Veteran
296,Customer 296,customer296@email.com,Yogyakarta,2023-10-23,628,Veteran
297,Customer 297,customer297@email.com,Jakarta,2023-10-24,627,Veteran
298,Customer 298,customer298@email.com,Yogyakarta,2023-10-25,626,Veteran
299,Customer 299,customer299@email.com,Medan,2023-10-26,625,Veteran
300,Customer 300,customer300@email.com,Bandung,2023-10-27,624,Veteran
301,Customer 301,customer301@email.com,Medan,2023-10-28,623,Veteran
302,Customer 302,customer302@email.com,Surabaya,2023-10-29,622,Veteran
303,Customer 303,customer303@email.com,Yogyakarta,2023-10-30,621,Veteran
304,Customer 304,customer304@email.com,Surabaya,2023-10-31,620,Veteran
305,Customer 305,customer305@email.com,Yogyakarta,2023-11-01,619,Veteran
306,Customer 306,customer306@email.com,Bandung,2023-11-02,618,Veteran
307,Customer 307,customer307@email.com,Bandung,2023-11-03,617,Veteran
308,Customer 308,customer308@email.com,Yogyakarta,2023-11-04,616,Veteran
309,Customer 309,customer309@email.com,Jakarta,2023-11-05,615,Veteran
310,Customer 310,customer310@email.com,Yogyakarta,2023-11-06,614,Veteran
311,Customer 311,customer311@email.com,Surabaya,2023-11-07,613,Veteran
312,Customer 312,customer312@email.com,Jakarta,2023-11-08,612,Veteran
313,Customer 313,customer313@email.com,Bandung,2023-11-09,611,Veteran
314,Customer 314,customer314@email.com,Surabaya,2023-11-10,610,Veteran
315,Customer 315,customer315@email.com,Yogyakarta,2023-11-11,609,Veteran
316,Customer 316,customer316@email.com,Surabaya,2023-11-12,608,Veteran
317,Customer 317,customer317@email.com,Surabaya,2023-11-13,607,Veteran
318,Customer 318,customer318@email.com,Surabaya,2023-11-14,606,Veteran
319,Customer 319,customer319@email.com,Bandung,2023-11-15,605,Veteran
320,Customer 320,customer320@email.com,Bandung,2023-11-16,604,Veteran
321,Customer 321,customer321@email.com,Medan,2023-11-17,603,Veteran
322,Customer 322,customer322@email.com,Surabaya,2023-11-18,602,Veteran
323,Customer 323,customer323@email.com,Jakarta,2023-11-19,601,Veteran
324,Customer 324,customer324@email.com,Surabaya,2023-11-20,600,Veteran
325,Customer 325,customer325@email.com,Surabaya,2023-11-21,599,Veteran
326,Customer 326,customer326@email.com,Medan,2023-11-22,598,Veteran
327,Customer 327,customer327@email.com,Bandung,2023-11-23,597,Veteran
328,Customer 328,customer328@email.com,Bandung,2023-11-24,596,Veteran
329,Customer 329,customer329@email.com,Yogyakarta,2023-11-25,595,Veteran
330,Customer 330,customer330@email.com,Yogyakarta,2023-11-26,594,Veteran
331,Customer 331,customer331@email.com,Surabaya,2023-11-27,593,Veteran
332,Customer 332,customer332@email.com,Medan,2023-11-28,592,Veteran
333,Customer 333,customer333@email.com,Jakarta,2023-11-29,591,Veteran
334,Customer 334,customer334@email.com,Surabaya,2023-11-30,590,Veteran
335,Customer 335,customer335@email.com,Jakarta,2023-12-01,589,Veteran
336,Customer 336,customer336@email.com,Bandung,2023-12-02,588,Veteran
337,Customer 337,customer337@email.com,Yogyakarta,2023-12-03,587,Veteran
338,Customer 338,customer338@email.com,Jakarta,2023-12-04,586,Veteran
339,Customer 339,customer339@email.com,Surabaya,2023-12-05,585,Veteran
340,Customer 340,customer340@email.com,Yogyakarta,2023-12-06,584,Veteran
341,Customer 341,customer341@email.com,Medan,2023-12-07,583,Veteran
342,Customer 342,customer342@email.com,Yogyakarta,2023-12-08,582,Veteran
343,Customer 343,customer343@email.com,Bandung,2023-12-09,581,Veteran
344,Customer 344,customer344@email.com,Jakarta,2023-12-10,580,Veteran
345,Customer 345,customer345@email.com,Jakarta,2023-12-11,579,Veteran
346,Customer 346,customer346@email.com,Medan,2023-12-12,578,Veteran
347,Customer 347,customer347@email.com,Bandung,2023-12-13,577,Veteran
348,Customer 348,customer348@email.com,Jakarta,2023-12-14,576,Veteran
349,Customer 349,customer349@email.com,Medan,2023-12-15,575,Veteran
350,Customer 350,customer350@email.com,Medan,2023-12-16,574,Veteran
351,Customer 351,customer351@email.com,Bandung,2023-12-17,573,Veteran
352,Customer 352,customer352@email.com,Bandung,2023-12-18,572,Veteran
353,Customer 353,customer353@email.com,Bandung,2023-12-19,571,Veteran
354,Customer 354,customer354@email.com,Bandung,2023-12-20,570,Veteran
355,Customer 355,customer355@email.com,Jakarta,2023-12-21,569,Veteran
356,Customer 356,customer356@email.com,Bandung,2023-12-22,568,Veteran
357,Customer 357,customer357@email.com,Medan,2023-12-23,567,Veteran
358,Customer 358,customer358@email.com,Jakarta,2023-12-24,566,Veteran
359,Customer 359,customer359@email.com,Medan,2023-12-25,565,Veteran
360,Customer 360,customer360@email.com,Bandung,2023-12-26,564,Veteran
361,Customer 361,customer361@email.com,Jakarta,2023-12-27,563,Veteran
362,Customer 362,customer362@email.com,Surabaya,2023-12-28,562,Veteran
363,Customer 363,customer363@email.com,Jakarta,2023-12-29,561,Veteran
364,Customer 364,customer364@email.com,Yogyakarta,2023-12-30,560,Veteran
365,Customer 365,customer365@email.com,Medan,2023-12-31,559,Veteran
366,Customer 366,customer366@email.com,Surabaya,2024-01-01,558,Veteran
367,Customer 367,customer367@email.com,Yogyakarta,2024-01-02,557,Veteran
368,Customer 368,customer368@email.com,Yogyakarta,2024-01-03,556,Veteran
369,Customer 369,customer369@email.com,Medan,2024-01-04,555,Veteran
370,Customer 370,customer370@email.com,Surabaya,2024-01-05,554,Veteran
371,Customer 371,customer371@email.com,Jakarta,2024-01-06,553,Veteran
372,Customer 372,customer372@email.com,Jakarta,2024-01-07,552,Veteran
373,Customer 373,customer373@email.com,Surabaya,2024-01-08,551,Veteran
374,Customer 374,customer374@email.com,Surabaya,2024-01-09,550,Veteran
375,Customer 375,customer375@email.com,Jakarta,2024-01-10,549,Veteran
376,Customer 376,customer376@email.com,Yogyakarta,2024-01-11,548,Veteran
377,Customer 377,customer377@email.com,Jakarta,2024-01-12,547,Veteran
378,Customer 378,customer378@email.com,Bandung,2024-01-13,546,Veteran
379,Customer 379,customer379@email.com,Medan,2024-01-14,545,Veteran
380,Customer 380,customer380@email.com,Yogyakarta,2024-01-15,544,Veteran
381,Customer 381,customer381@email.com,Bandung,2024-01-16,543,Veteran
382,Customer 382,customer382@email.com,Surabaya,2024-01-17,542,Veteran
383,Customer 383,customer383@email.com,Jakarta,2024-01-18,541,Veteran
384,Customer 384,customer384@email.com,Jakarta,2024-01-19,540,Veteran
385,Customer 385,customer385@email.com,Medan,2024-01-20,539,Veteran
386,Customer 386,customer386@email.com,Medan,2024-01-21,538,Veteran
387,Customer 387,customer387@email.com,Jakarta,2024-01-22,537,Veteran
388,Customer 388,customer388@email.com,Surabaya,2024-01-23,536,Veteran
